date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:11	44305/44305	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/timeline.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/pages/timeline.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:11	20481/20481	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:12	22576/22576	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:12	18648/18648	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:12	44685/44685	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:13	19967/19967	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:13	62056/62056	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/buttons.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/buttons.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:13	51542/51542	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/grid.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/grid.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:14	57486/57486	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/panels.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/panels.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:14	43485/43485	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/sweet-alert.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:15	55007/55007	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/notifications.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/notifications.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:15	40749/40749	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/icons.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/icons.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:16	44853/44853	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/components/typography.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/components/typography.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:18	56416/56416	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:18	53138/53138	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:19	51078/51078	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:19	49804/49804	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:19	54817/54817	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/tables/regular.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/tables/regular.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:20	58714/58714	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:20	72974/72974	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/tables/datatables.net.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/tables/datatables.net.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:21	41058/41058	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/maps/google.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/maps/google.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:21	38359/38359	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/maps/fullscreen.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/maps/fullscreen.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:21	40031/40031	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/maps/vector.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/maps/vector.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:22	61413/61413	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/widgets.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/widgets.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:22	44444/44444	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/charts.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/charts.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:22	39936/39936	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202019%2012:24:33%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/calendar.html	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/calendar.html	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:33	3310/3310	---M--	200	added ('OK')	image/png	etag:%225d233600-cee%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/US.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/US.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:33	3109/3109	---M--	200	added ('OK')	image/png	etag:%225d233600-c25%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/DE.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/DE.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:34	3488/3488	---M--	200	added ('OK')	image/png	etag:%225d233600-da0%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/AU.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/AU.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:34	3543/3543	---M--	200	added ('OK')	image/png	etag:%225d233600-dd7%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/GB.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/GB.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:35	3298/3298	---M--	200	added ('OK')	image/png	etag:%225d233600-ce2%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/RO.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/RO.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:35	3594/3594	---M--	200	added ('OK')	image/png	etag:%225d233600-e0a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/BR.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/BR.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:36	251125/251125	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-3d4f5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/card-2.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/card-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:36	123917/123917	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-1e40d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/card-3.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/card-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:36	233583/233583	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-3906f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/card-1.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/card-1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:37	393121/393121	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-5ffa1%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-2.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:38	145741/145741	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-2394d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/jquery.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/core/jquery.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:38	386464/386464	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-5e5a0%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:38	377600/377600	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-5c300%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-3.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:39	33477/33477	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-82c5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/popper.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:39	76652/76652	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-12b6c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/core/bootstrap-material-design.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/core/bootstrap-material-design.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:40	25332/25332	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-62f4%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/perfect-scrollbar.jquery.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:40	58687/58687	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-e53f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/moment.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/moment.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:41	116600/116600	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-1c778%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/sweetalert2.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/sweetalert2.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:41	21090/21090	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-5262%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.validate.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.validate.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:42	14594/14594	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-3902%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.bootstrap-wizard.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:42	95046/95046	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-17346%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:43	40248/40248	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-9d38%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-datetimepicker.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:44	22293/22293	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-5715%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:47	2183500/2183500	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-21514c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:47	16780/16780	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-418c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:48	213775/213775	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-3430f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:49	269400/269400	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-41c58%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:49	21163/21163	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-52ab%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:50	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48e9-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	C:/xampp/htdocs/templates/material-dashboard%20B4/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:50	5091/5091	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-13e3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:51	10552/10552	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d317014-2938%22	https://buttons.github.io/buttons.js	C:/xampp/htdocs/templates/material-dashboard%20B4/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:52	40174/40174	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-9cee%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:52	16935/16935	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-4227%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:53	12460/12460	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233601-30ac%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min.js?v=2.1.0	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.minf066.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:53	33222/33222	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233600-81c6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
